,Body,Actual Tags,Predicted Tags
329,理膚寶水全護清爽防曬亮白乳入超級加量獨家限定組均勻膚色,"('防曬',)","('防曬',)"
330,卡賀家犬零食耐咬豬耳朵,"('狗零食',)","('狗零食',)"
331,遊遍天下男款防水透濕防風刷毛軟殼外套黑色,"('運動/機能服',)","('運動/機能服',)"
332,室安心送餐方,"('啤酒',)",()
333,新七星紅,"('菸',)","('菸',)"
334,西班牙胜太抗皺微整活膚霜超值四入動態紋剋星,"('面霜/乳霜',)","('面霜/乳霜',)"
335,蓓蕊金燦花淬亮澤沐浴露,"('沐浴乳',)","('沐浴乳',)"
336,舒酸定潔淨抗敏軟毛牙刷入,"('成人牙刷',)","('成人牙刷',)"
337,大家源十人份一鍵通電子鍋型號,"('電子鍋',)","('電子鍋',)"
338,家樂福超值純水,"('礦泉水',)","('礦泉水',)"
339,媚比琳反孔特霧控油粉餅象牙色,"('粉餅',)","('粉餅',)"
340,女款三色休閒鞋粉白黑,"('運動鞋',)","('運動鞋',)"
341,康乃馨純水濕巾包,"('濕紙巾',)","('濕紙巾',)"
342,雪克奶香調酒巧克力,"('RTD調酒',)","('RTD調酒',)"
343,代收代付面寬馬卡龍帶鎖五層收納抽屜櫃收納櫃附輪,"('收納櫃',)","('收納櫃',)"
344,羅技鵝卵石無線滑鼠玫瑰粉,"('滑鼠',)","('滑鼠',)"
345,白帥帥抗菌洗衣精蘇打,"('洗衣精',)","('洗衣精',)"
346,國際牌公升一級能效空氣清淨除濕機,"('除濕機',)","('除濕機',)"
347,艾瑪絲去屑止癢洗髮精,"('洗髮精',)","('洗髮精',)"
348,眉彩膠筆自然棕,"('眉膠筆',)","('眉膠筆',)"
349,蘇菲導管式衛生棉條量多型,"('棉條',)","('棉條',)"
350,三多金盞花葉黃素蝦紅素軟膠囊盒組粒盒,"('葉黃素',)","('葉黃素',)"
351,御復珍鮮磨黃金黑豆漿罐組無糖罐,"('豆漿/黑豆漿',)",()
352,博朗氏挑嘴貓貓糧,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
353,高露潔專業型牙刷,"('成人牙刷',)","('成人牙刷',)"
354,南僑水晶肥皂洗衣液體皂馨香系列康柏組一瓶加包箱檸檬香茅一瓶五補瓶加補最方便,"('洗衣精',)","('洗衣精',)"
355,小獅王辛巴蘿蔓晶鑽寬口玻璃小奶瓶支組,"('奶瓶',)","('奶瓶',)"
356,光燦叢林指甲油,"('指甲油',)","('指甲油',)"
357,效勁能深層洗面乳,"('洗面乳',)","('洗面乳',)"
358,休閒鞋流行男鞋海外限定愛迪達三葉草皮革鞋面穿搭米藍跨運動,"('運動鞋',)","('運動鞋',)"
359,妮維雅美白彈潤乳液,"('臉部乳液',)","('臉部乳液',)"
360,氧顏森活雪絨花長效鎖水面膜,"('面膜',)","('面膜',)"
361,象印公升超級真空保溫熱水瓶,"('電熱水瓶',)","('電熱水瓶',)"
362,歌林陶瓷電暖器,"('電暖器',)","('電暖器',)"
363,奧利多水瓶,"('維他命飲料',)","('碳酸飲料',)"
364,美喵人生肉泥罐鮭魚肉泥罐箱,"('貓零食',)","('貓零食',)"
365,段速自動擺頭定時陶瓷電暖器牛奶白,"('電暖器',)","('電暖器',)"
366,青春無敵光潤機能水,"('化妝水',)","('化妝水',)"
367,蘇菲超熟睡草本抑菌衛生棉片,"('衛生棉',)","('衛生棉',)"
368,綠的抗菌沐浴乳玫瑰木精油,"('沐浴乳',)","('沐浴乳',)"
369,山水型智慧連網液晶顯示器,"('液晶電視',)","('液晶電視',)"
370,台灣義美牛奶保久乳鮮奶新上市大包裝,"('保久乳',)","('保久乳',)"
371,日本獅王固齒佳酵素淨護牙膏柑橘薄荷,"('成人牙膏',)","('成人牙膏',)"
372,礦泉水,"('礦泉水',)","('礦泉水',)"
373,森田青春露水嫩面膜,"('面膜',)","('面膜',)"
374,妙管家有酵洗衣精補充包中性,"('洗衣精',)","('洗衣精',)"
375,曼秀雷敦保濕活力洗面乳,"('洗面乳',)","('洗面乳',)"
376,餐具的和番茄醬,"('常溫醬包',)","('常溫醬包',)"
377,指甲油,"('指甲油',)","('指甲油',)"
378,湯尼熊歲兒童成長型汽座贈迴力車提盒系列任款組,"('安全汽座',)","('安全汽座',)"
379,蕾莉歐草本潤唇護唇膏三款可選橄欖,"('護唇膏',)","('護唇膏',)"
380,轉眉筆,"('眉筆',)","('眉筆',)"
381,最划算抽取式衛生紙抽包愛買,"('衛生紙',)","('衛生紙',)"
382,艾美特即熱式電暖器免運原廠直營現貨,"('電暖器',)","('電暖器',)"
383,培恩長效型維他命群粒,"('維他命B',)","('維他命B',)"
384,現貨宅配免運有發票瓶含運元愛維養天然礦泉水,"('礦泉水',)","('礦泉水',)"
385,義美生醫膠原蛋白荔枝,"('膠原蛋白',)","('膠原蛋白',)"
386,專業刷具小尖頭眼影刷,"('眼影刷/棒',)","('眼影刷/棒',)"
387,上豪人份紅外線烘碗機網,"('烘碗機',)","('烘碗機',)"
388,輕量慢跑鞋男女共四色,"('運動鞋',)","('運動鞋',)"
389,檸檬氣泡水,"('氣泡水',)","('氣泡水',)"
390,萬寶路香菸紅軟包毫克,"('菸',)","('菸',)"
391,拭拭樂天然保濕嬰兒柔濕巾抽,"('濕紙巾',)","('濕紙巾',)"
392,三多素食金盞花葉黃素盒組粒盒,"('葉黃素',)","('葉黃素',)"
393,即期品味丹味味排骨雞風味乾麵包袋效期,"('速食麵/泡麵',)","('速食麵/泡麵',)"
394,靠得住導管式衛生棉條入量多加強型,"('棉條',)","('棉條',)"
395,絲柔粉霧眼影,"('眼影盤',)","('眼影盤',)"
396,大家源福利品微電腦補水快煮壺電水壺,"('快煮壺',)","('快煮壺',)"
397,網,"('智慧型手機',)","('智慧型手機',)"
398,外套夾克運動籃球健身男款綠,"('運動/機能服',)","('運動/機能服',)"
399,莫斯卡托粉紅氣泡酒,"('RTD調酒',)","('RTD調酒',)"
400,金蘭無添加原味醬油,"('醬油類',)","('醬油類',)"
401,浪漫氣泡水草莓口味瓶,"('氣泡水',)","('氣泡水',)"
402,龜甲萬甘醇醬油,"('醬油類',)","('醬油類',)"
403,茉娜姿潤澤修護手霜升級版,"('護手霜',)","('護手霜',)"
404,麥香嚴選紅茶,"('即飲紅茶',)","('即飲紅茶',)"
405,植物性洗髮精清爽柔順型,"('洗髮精',)","('洗髮精',)"
406,歐都納熱流感圓領男保暖衣淺灰發熱衣抑菌抗臭吸濕乾爽彈性服貼親膚,"('運動/機能服',)","('運動/機能服',)"
407,極緻淨白精緻牙膏薰衣草,"('成人牙膏',)","('成人牙膏',)"
408,舒芙蕾眼影慕斯櫻花限定單色官方旗艦店,"('眼影盤',)","('眼影盤',)"
409,妮兒膠原錠維他命錠,"('維他命C', '膠原蛋白')","('維他命C',)"
410,霧化機遊騎兵白,"('香氛機',)","('香氛機',)"
411,可麗舒捲筒式廚房紙巾入入團購組康是美,"('廚房紙巾',)","('廚房紙巾',)"
412,乳酸菌亮白洗面乳,"('洗面乳',)","('洗面乳',)"
413,技嘉吋電競筆記型電腦,"('筆記型電腦',)","('筆記型電腦',)"
414,日本花園香氛護手霜浪漫玫瑰,"('護手霜',)","('護手霜',)"
415,樂扣樂扣經濟陽極雙耳湯鍋公分,"('鍋具',)","('鍋具',)"
416,指甲油,"('指甲油',)","('指甲油',)"
417,麗克特自動研磨悶蒸咖啡機,"('咖啡機',)","('咖啡機',)"
418,終結口氣牙膏,"('成人牙膏',)","('成人牙膏',)"
419,新長壽黃硬盒菸,"('菸',)","('菸',)"
420,金裝大衛杜夫毫克白包,"('菸',)","('菸',)"
421,單色眼影,"('眼影盤',)","('眼影盤',)"
422,乳霜,"('面霜/乳霜',)","('面霜/乳霜',)"
423,金蜜蜂蘋果汽水,"('碳酸飲料',)","('碳酸飲料',)"
424,時尚印記絲絨唇露,"('唇露',)","('唇露',)"
425,三得利金麥深煎啤酒,"('啤酒',)","('啤酒',)"
426,蘇菲導管式棉條,"('棉條',)","('棉條',)"
427,露得清輕透潔顏油亮白,"('卸妝油',)","('卸妝油',)"
428,超順手抗暈染眼線膠筆,"('眼線膠筆',)","('眼線膠筆',)"
429,防曬淨白乳液,"('防曬',)","('防曬',)"
430,葡萄柚氣泡飲,"('碳酸飲料',)","('碳酸飲料',)"
431,屏榮坊阿諾水晶蝦餃,"('火鍋料',)","('火鍋料',)"
432,森田沁潤潔顏乳,"('洗面乳',)","('洗面乳',)"
433,代收代付電鍍啞鈴公斤菱格紋槓心支重量訓練肌肉二頭肌胸肌舉重,"('啞鈴/槓鈴',)","('啞鈴/槓鈴',)"
434,美美購電子發票曼秀雷敦深層保濕潤唇膏無香料薄荷護唇膏,"('護唇膏',)","('護唇膏',)"
435,亮眼珠光眼線筆,"('眼線筆',)","('眼線筆',)"
436,浪漫花語無患子柔潤洗髮乳,"('洗髮精',)","('洗髮精',)"
437,指甲油,"('指甲油',)","('指甲油',)"
438,皇家寶馬香菸號,"('菸',)","('菸',)"
439,全家安數位熱水器級節能效率強制排氣型公升,"('熱水器',)","('熱水器',)"
440,麗奇度牙周對策牙刷標準刷頭細毛,"('成人牙刷',)","('成人牙刷',)"
441,高仰三海苔醬,"('常溫醬包',)","('常溫醬包',)"
442,粉色極保濕輕感防護乳,"('妝前乳/隔離霜',)","('妝前乳/隔離霜',)"
443,銀,"('滑鼠',)",()
444,飛柔熱油滋潤洗髮乳,"('洗髮精',)","('洗髮精',)"
445,指甲油夜幕深藍,"('指甲油',)","('指甲油',)"
446,得美登法國藍帶保養醇煥能緊緻修護霜老師觀玲老師張希爾老師推薦,"('面霜/乳霜',)","('面霜/乳霜',)"
447,超濃縮噴槍洗衣凝露補充,"('洗衣精',)","('洗衣精',)"
448,惠兒樂嬰兒配方奶粉號,"('成長幼兒奶粉',)","('成長幼兒奶粉',)"
449,悅氏礦泉水,"('礦泉水',)","('礦泉水',)"
450,露華濃超持色輕透粉底液自然膚色,"('粉底液',)","('粉底液',)"
451,茶裏王台式綠茶入箱網,"('即飲綠茶',)","('即飲綠茶',)"
452,葡萄王纖益薑黃,"('薑黃',)","('薑黃',)"
453,適膚克林隨即抽濕紙巾抽包,"('濕紙巾',)","('濕紙巾',)"
454,醬油池黑,"('醬油類',)","('醬油類',)"
455,華碩迷你電腦三年保,"('桌上電腦',)","('桌上電腦',)"
456,竹炭清潔撕除式面膜,"('面膜',)","('面膜',)"
457,愛肯拿農場饗宴挑嘴貓無穀配方放養雞肉小紅莓推薦全齡貓貓飼料,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
458,大同人份蒂芬妮藍全不鏽鋼電鍋,"('電鍋',)","('電鍋',)"
459,六莊園入濾掛咖啡濾掛式咖啡耳掛咖啡耳掛式咖啡掛耳式咖啡精品莊園濾掛包,"('濾掛/耳掛咖啡',)","('濾掛/耳掛咖啡',)"
460,熊寶貝茶樹抗菌柔軟護衣精補充包包箱,"('柔軟精',)","('柔軟精',)"
461,果釀優格日用,"('優格',)","('優格',)"
462,無線吸塵器白色,"('吸塵器',)","('吸塵器',)"
463,紐頓無穀貓鮭魚鱒魚主食湯罐,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
464,男運動套裝,"('運動/機能服',)","('運動/機能服',)"
465,西雅圖黃金淺焙三合一拿鐵盒組入盒,"('即溶咖啡',)","('即溶咖啡',)"
466,代收代付黑白氣墊休閒鞋小童布魯克林,"('運動鞋',)","('運動鞋',)"
467,訂製裸彩眼影盤,"('眼影盤',)","('眼影盤',)"
468,洗面乳美白潔淨,"('洗面乳',)","('洗面乳',)"
469,潘婷煥活根源洗髮露,"('洗髮精',)","('洗髮精',)"
470,岡本衛生套透薄,"('保險套',)","('保險套',)"
471,慕之恬廊慕之幼初生寶寶全護組雙潔乳爽身潤膚乳潤面乳霜全效護膚膏,"('面霜/乳霜',)","('面霜/乳霜',)"
472,馬克西姆麝香貓風味濾掛式咖啡入盒春節禮盒,"('濾掛/耳掛咖啡',)","('貓乾糧罐頭',)"
473,我的美麗日記南極冰河醣蛋白滲透保濕面膜入,"('面膜',)","('面膜',)"
474,海潤藻深層洗髮乳,"('洗髮精',)","('洗髮精',)"
475,潤彩唇膏,"('唇膏',)","('唇膏',)"
476,洗髮精,"('洗髮精',)","('洗髮精',)"
477,義美傳統豆奶有糖,"('豆漿/黑豆漿',)","('豆漿/黑豆漿',)"
478,多芬活力柚香沐浴乳,"('沐浴乳',)","('沐浴乳',)"
479,光采再生活膚霜滋潤型,"('面霜/乳霜',)","('面霜/乳霜',)"
480,戶外趣德國原創女款國際頂級輕量顯瘦防風防水透濕長版可拆帽暖殼外套三色選,"('運動/機能服',)","('運動/機能服',)"
481,優格經典系列狗飼料高齡犬鮭魚馬鈴薯公斤熟齡養生配方,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
482,代收代付漢城淨雪積雪草淨痘淡痕乳霜,"('面霜/乳霜',)","('面霜/乳霜',)"
483,日本液態牙膏多合一口腔液薄荷,"('成人牙膏',)","('成人牙膏',)"
484,鼎匠限時特價二代鈦黑立體蜂巢紋七層複合金不鏽鋼炒鍋耐用不鏽鋼鍋蓋好拿側耳不挑爐具,"('鍋具',)","('鍋具',)"
485,潤波牛奶沐浴慕絲任選入,"('沐浴乳',)","('沐浴乳',)"
486,耀香水沐浴乳百花,"('沐浴乳',)","('沐浴乳',)"
487,施巴安絲洗髮乳二入組快速到貨,"('洗髮精',)","('洗髮精',)"
488,韓國面膜酪梨,"('面膜',)","('面膜',)"
489,味王冠軍花生麵筋,"('速食麵/泡麵',)","('速食麵/泡麵',)"
490,牛美肌沐浴補愉悅,"('沐浴乳',)","('沐浴乳',)"
491,統一麥香奶茶,"('即飲奶茶',)","('即飲奶茶',)"
492,代收代付休閒鞋黑螢光厚底增高透視女布魯,"('運動鞋',)","('運動鞋',)"
493,麗仕媚惑沐浴補,"('沐浴乳',)","('沐浴乳',)"
494,香氛擴香瓶櫻花,"('擴香瓶',)","('擴香瓶',)"
495,歐碧衛生棉條量多夜安型,"('棉條',)","('棉條',)"
496,台酒紅標米酒麻油雞麵紙碗,"('速食麵/泡麵',)","('速食麵/泡麵',)"
497,魚子淨膚潔顏慕斯,"('洗面乳',)","('洗面乳',)"
498,法國富維克礦泉水,"('礦泉水',)","('礦泉水',)"
499,洗顏慕絲件組本體補充花王旗艦館,"('洗面乳',)","('洗面乳',)"
500,雪碧汽水罐箱,"('碳酸飲料',)","('碳酸飲料',)"
501,歐舒丹乳油木護手霜,"('護手霜',)","('護手霜',)"
502,康乃馨寶貝天使潔膚濕巾片入裝康是美買送下單出貨,"('濕紙巾',)","('濕紙巾',)"
503,悅氏鹼性水入箱,"('礦泉水',)","('礦泉水',)"
504,短褲,"('運動/機能服',)","('運動/機能服',)"
505,峰味萃晶球工藝香菸毫克,"('菸',)","('菸',)"
506,樂金公升變頻單門冰箱,"('冰箱',)","('冰箱',)"
507,奇美手持直立吸塵器,"('吸塵器',)","('吸塵器',)"
508,曾拌麵麻油椒香,"('快煮麵/乾拌麵',)","('快煮麵/乾拌麵',)"
509,森歐黎漾極水漾杏桃柔順髮膜吳姍儒代言,"('護髮乳',)","('護髮乳',)"
510,味全大醇豆無糖豆漿,"('豆漿/黑豆漿',)","('豆漿/黑豆漿',)"
511,荒野女彈性防風防潑合身保暖褲黑色,"('運動/機能服',)","('運動/機能服',)"
512,復古鞋中性黑色楦,"('運動鞋',)","('運動鞋',)"
513,克里奇芝麻穀物蘇打,"('碳酸飲料',)","('碳酸飲料',)"
514,臻緻全效眼霜,"('眼霜',)","('眼霜',)"
515,維力炸醬麵重量包入愛買,"('速食麵/泡麵',)","('速食麵/泡麵',)"
516,代收代付維他命群日份粒,"('維他命B',)","('維他命B',)"
517,升級款迷你充電式擺頭電風扇電扇,"('電風扇',)","('電風扇',)"
518,卡翠絲無瑕水潤遮瑕液,"('遮瑕液',)","('遮瑕液',)"
519,高彈潤沐浴慕絲海洋柑橘香,"('沐浴乳',)","('沐浴乳',)"
520,絲滑控暈暹羅貓眼線膠筆濃烈爆黑,"('眼線膠筆',)","('眼線膠筆',)"
521,金安德森太空領格紋舖棉外套共二色紅色,"('運動/機能服',)","('運動/機能服',)"
522,春風超吸收廚房紙巾組捲,"('廚房紙巾',)","('廚房紙巾',)"
523,健康迎新年熱銷千萬限定加量不加價啟動四重代謝力孅益薑黃粒,"('薑黃',)","('薑黃',)"
524,氣泡天然礦泉水,"('氣泡水',)","('氣泡水',)"
525,三多男性群鋅硒錠錠,"('維他命B',)","('維他命B',)"
526,維大力淨化純水,"('礦泉水',)","('礦泉水',)"
527,溫感洗顏凝,"('洗面乳',)","('洗面乳',)"
528,高露潔纖柔牙刷四入裝,"('成人牙刷',)","('成人牙刷',)"
529,安博氏舒適調理樂敏立清綜合益生菌膠囊盒,"('益生菌',)","('益生菌',)"
530,新寶馬隨選風味香菸號,"('菸',)","('菸',)"
531,哥倫比亞女款鈦鋁點保暖快排內著上衣紫色保暖防潑休閒,"('運動/機能服',)","('運動/機能服',)"
532,華米進階款米動青春版智能運動心率手錶升級版原廠公司貨,"('智慧錶',)","('智慧錶',)"
533,德國冰豹電競滑鼠,"('滑鼠',)","('滑鼠',)"
534,韓國蝸牛保濕護手霜,"('護手霜',)","('護手霜',)"
535,澤井耳掛式咖啡,"('濾掛/耳掛咖啡',)","('濾掛/耳掛咖啡',)"
536,我愛零失手抗暈眼線筆,"('眼線筆',)","('眼線筆',)"
537,絲滑透亮唇膏,"('唇膏',)","('唇膏',)"
538,西莎小羊排佐綠花椰菜洋芋,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
539,波菲特貓主食罐多種口味符合標準的均衡配方主食罐單罐老闆寵物,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
540,戴森無線手持除蹣吸塵器登錄申請再送三好禮,"('吸塵器',)","('吸塵器',)"
541,超吸水魔力珪藻土地墊大超值二入組白綠,"('珪藻土地墊',)","('珪藻土地墊',)"
542,白蘭氏保捷膠原錠錠入優日常,"('膠原蛋白',)","('膠原蛋白',)"
543,經典乾貓糧化毛,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
544,男長褲黑,"('運動/機能服',)","('運動/機能服',)"
545,迪奧摩登單色眼影,"('眼影盤',)","('眼影盤',)"
546,莎娜豆乳美肌洗面乳洗顏慕斯碳酸泡沫洗面乳七款供選煥白超保濕公司貨艾莉莎,"('洗面乳',)","('洗面乳',)"
547,藍牙人體工學滑鼠灰型號,"('滑鼠',)","('滑鼠',)"
548,潮色邂逅唇彩柔霧款,"('唇彩',)","('唇彩',)"
549,吊掛式擴香瓶伯爵茶,"('擴香瓶',)","('擴香瓶',)"
550,小玉小玉貓罐機能系列日本原裝天然機能湯罐貓罐頭頂級貓罐,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
551,女極溫保暖衣刷毛長袖恤台灣製淺藍,"('運動/機能服',)","('運動/機能服',)"
552,統一優酪乳原味,"('優酪乳',)","('優酪乳',)"
553,七星白葡萄氣泡香檳,"('碳酸飲料',)","('碳酸飲料',)"
554,男性專用麝香清新沐浴乳,"('沐浴乳',)","('沐浴乳',)"
555,巴黎萊雅金緻護髮精油金色版金色版,"('護髮乳',)","('護髮乳',)"
556,包大人超值合購價親膚舒適紙尿褲號乾爽吸收尿片箱購,"('成人紙尿褲',)","('成人紙尿褲',)"
557,吳獨麵蘆薈紫地瓜麵,"('快煮麵/乾拌麵',)","('快煮麵/乾拌麵',)"
558,外原萃冷萃日式深蒸綠茶,"('即飲無糖茶',)","('即飲無糖茶', '即飲綠茶')"
559,香奈兒超炫耀獅子絲絨唇膏氣勢,"('唇膏',)","('唇膏',)"
560,蔻蘿蘭極度控油澎鬆控油澎鬆乾洗髮噴霧巴黎丁,"('洗髮精(嬰幼童/孕婦)',)",()
561,愛瑞雅蔓越莓粉紅氣泡水瓶,"('氣泡水',)","('氣泡水',)"
562,新花漾潤澤保濕潤髮乳,"('潤髮乳',)","('潤髮乳',)"
563,萬丹全脂保久乳,"('保久乳',)","('保久乳',)"
564,絲易康洗髮精柔順,"('洗髮精',)","('洗髮精',)"
565,凱婷微霧粉底液無瑕上鏡限定組,"('粉底液',)","('粉底液',)"
566,麗白薏仁保濕護手霜,"('護手霜',)","('護手霜',)"
567,愛之味純濃燕麥原味,"('燕麥奶',)","('燕麥奶',)"
568,阿紅椒牛肉桶麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
569,牛頭牌沙茶醬小,"('常溫醬包',)","('常溫醬包',)"
570,金安德森粉色斜紋窄版長袖襯衫,"('運動/機能服',)","('運動/機能服',)"
571,毛穴撫子面膜,"('面膜',)","('面膜',)"
572,雅漾活泉柔潤保濕化妝水巴黎丁,"('化妝水',)","('化妝水',)"
573,愛喜維生素口嚼錠錠,"('維他命C',)","('維他命C',)"
574,七星一般呱綠,"('菸',)","('菸',)"
575,千拌麵辣豆瓣黃麵入,"('快煮麵/乾拌麵',)","('快煮麵/乾拌麵',)"
576,華碩吋電競筆電,"('筆記型電腦',)","('筆記型電腦',)"
577,維他命發泡錠瓶盒粒瓶喝出防護,"('維他命C',)","('維他命C',)"
578,澎澎咖啡因洗面乳,"('洗面乳',)","('洗面乳',)"
579,洗顏萌髮帶草莓恐龍藍,"('洗面乳',)","('洗面乳',)"
580,媚點極上粉嫩保濕粉底霜蝦皮現貨,"('粉底液',)","('粉底液',)"
581,限時促銷聲寶手持直立兩用吸塵器免運費,"('吸塵器',)","('吸塵器',)"
582,碧歐斯全效賦活深層卸妝乳入組,"('卸妝乳',)","('卸妝乳',)"
583,雲斯頓香菸紅毫克,"('菸',)","('菸',)"
584,鮮乳毫升,"('鮮乳',)","('鮮乳',)"
585,白,"('智慧型手機',)",()
586,桂格紅麴蕎麥燕麥片,"('麥片穀類',)","('麥片穀類',)"
587,寶拉珍選全效柔敏水楊酸乳液,"('臉部乳液',)","('臉部乳液',)"
588,奈米科技防水兒童智慧手錶超棒新年禮物,"('智慧錶',)","('智慧錶',)"
589,多功能氣炸烤箱,"('烤箱',)","('烤箱',)"
590,美吾髮琥珀檀香雪松精油洗髮露,"('洗髮精',)","('洗髮精',)"
